DIH Name;Location;City;Country;Website;NUTS2 Code ;NUTS2 Name 
Industrial Reality Hub;Laan van Malkenschoten, 40;Apeldoorn;Netherlands;http://www.industrialrealityhub.com;NL22;Gelderland
Industrial Ring;c/ Gran Capità  2-4 Edifici Nexus I 2ª planta 203;Barcelona;Spain;http://anellaindustrial.cat;ES51;Cataluña
Industrial Technology Knowledge Linares DIH;Centro de Innovación Campus Científico-Tecnológico, RONDA SUR S/N;Linares;Spain;http://dih-itkl.es/;ES61;Andalucía
Industry 4.0 National Technology Platform;Kende u., 13-17;Budapest;Hungary;https://www.i40platform.hu/en;HU10;Közép-Magyarország (NUTS 2013)
INFOBALT DIH;Mokslininku str. 2A-128;Vilnius;Lithuania;https://infobalt.lt/dih/;LT00;Lietuva (NUTS 2013)
INFOPOLE Cluster TIC;Rue Camille Hubert, 2 5032 Gembloux;Gembloux;Belgium;http://clusters.wallonie.be/infopole-fr/;BE35;Prov. Namur
INFOTEC, CENTRO DE INVESTIGACION E INNOVACION EN TECNOLOGIAS DE LA INFORMACION Y COMUNICACION;San Fernando 37;Mexico City;Austria;;;
Infrastructure and Cloud data centre test Environment (SICS ICE);Bjorkskataleden, 112;"Lule&#229;";Sweden;http://ice.sics.se;SE33;Övre Norrland
innomine Digital Innovation Hub;Zahony u. 7.;Budapest;Hungary;http://innomine.com/digital-innovation-hub;HU10;Közép-Magyarország (NUTS 2013)
innomine Digital Innovation Hub Nonprofit Kft.;Záhony utca 7.;Budapest;Hungary;;HU10;Közép-Magyarország (NUTS 2013)
innomine DIH - South Transdanubian branch;Kodaly Zoltan utca 15/b 2. em. 7;Pécs;Hungary;http://innomine.com/digital-innovation-hub;HU23;Dél-Dunántúl
Innoskart Digital Innovation Hub;Móricz Zsigmond u. 14.;Székesfehérvár;Hungary;https://innoskart.digital/en/projektek/digital-innovation-hub/;HU21;Közép-Dunántúl
Innovalia ZDM Digital Innovation Hub;Automotive Intelligence Centre (AIC) - Parque Empresarial P2-A4;Amorebieta-Etxano;Spain;http://digiware.org;ES21;País Vasco
Innovation Center for Artificial Intelligence;Science Park 904, Amsterdam;Amsterdam;Netherlands;http://icai.ai;NL32;Noord-Holland
INNOVATION CENTER OF MODERN INDUSTRY IN BRANDENBURG GERMANY;Gebäude 3A, Siemens-Halske-Ring 14;Cottbus;Germany;http://www.imi4bb.de;DE40;Brandenburg
Innovation Centre Kosovo (ICK);Rexhep Mala strt. 28A;Prishtina;Kosovo;http://ickosovo.com/;;
Innovation Cluster Drachten (ICD);de Tijen 3;drachten;Netherlands;http://www.icdrachten.nl;NL12;Friesland (NL)
innovation experience HUB (InnexHUB);Via Cefalonia, 60;Brescia;Italy;https://www.innexhub.it;ITC4;Lombardia
Innovation for Manufacturing in the South (I4MSOUTH);Parque Cientifico Murcia 1 Floor Bulding T;Murcia;Spain;https://i4msouth.fundingbox.com/;ES62;Región de Murcia
Innovation Hub;Rr. Papa Gjon Pali II;Tirana;Albania;http://www.innovationhub.al/;;
inNOVA4TECH hub – inNOVAtion Hub for TECHnology Transfer;UNINOVA – Campus da Caparica, 2829-516, Caparica (Portugal);Caparica;Portugal;http://www.innova4tech.uninova.pt/;PT17;Área Metropolitana de Lisboa
INOVACIJSKI CENTAR NIKOLA TESLA;Unska 3;Zagreb;Croatia;;HR04;Kontinentalna Hrvatska
Insight Centre for Data Analytics;DERI Building, IDA Business Park;Galway;Ireland;https://www.insight-centre.org/;IE01;Border, Midland and Western (NUTS 2013)
Insomnia Digital Innovation Hub;Muelle de Poniente Poblados Marítimos;Valencia;Spain;http://www.innsomnia.es/;;
INSPIRE AG FUR MECHATRONISCHE PRODUKTIONSSYSTEME UND FERTIGUNGSTECHNIK;Lerchenfeldstrasse 3;St. Gallen;Switzerland;;CH05;Ostschweiz
Institut de l'Elevage - Idele;149, Rue de Bercy;Paris;France;https://idele.fr/;FR10;Île de France
INSTITUT FÜR ANGEWANDTE SYSTEMTECHNIK BREMEN GMBH;Wiener Strasse  1;BREMEN;Germany;;DE50;Bremen
INSTITUT NATIONAL DE RECHERCHE EN SCIENCES ET TECHNOLOGIES POUR L'ENVIRONNEMENT ET L'AGRICULTURE;9 avenue Blaise Pascal;Aubière;France;;FR72;Auvergne (NUTS 2013)
Institute of Advanced Studies - ForschungsKollegSiegen;Weidenauer Straße 167;Siegen;Germany;http://www.uni-siegen.de/fokos/;DEA5;Arnsberg
Institute of Electron Technology (ITE);Al.Lotników 32/46;Warsaw;Poland;http://www.ite.waw.pl;PL12;Mazowieckie (NUTS 2013)
Institute of Entrepreneurship Development (iED);169 Iroon Politechniou str;Larissa;Greece;https://ied.eu/;EL61;Thessalia
Institute of Informatics of SAS;Dubravska cesta 9;Bratislava;Slovakia;http://www.ui.sav.sk;SK01;Bratislavský kraj
INSTITUTE OF INFORMATION AND COMMUNICATION TECHNOLOGIES;UL. ACAD G BONCHEV  BL 2;Sofia;Bulgaria;;BG41;Yugozapaden
Institute of Production Management, Technology and Machine Tools (PTW);Otto-Berndt-Straße 2;Darmstadt;Germany;http://www.ptw.tu-darmstadt.de;DE71;Darmstadt
Institute of Reliable Embedded Systems and Communication Electronics;Badstr, 24;Offenburg;Germany;https://ivesk.hs-offenburg.de/;DE13;Freiburg
INSTITUTO NACIONAL DE INVESTIGAÇAO AGRARIA E VETERINARIA;AVENIDA DA REPUBLICA QUINTA DO MARQUES;OEIRAS;Portugal;;PT17;Área Metropolitana de Lisboa
INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY;Carr. Lago de Guadalupe Km. 3.5;Atizapan de Zaragoza;Austria;;;
INSTYTUT CHEMII BIOORGANICZNEJ POLSKIEJ AKADEMII NAUK;NOSKOWSKIEGO 12-14;POZNAN;Poland;;PL41;Wielkopolskie
Intelligent Industry ecosystem;Eteläranta 10;Helsinki;Finland;https://intelligentindustry.dimecc.com/;FI1B;Helsinki-Uusimaa
Intelligent Systems for Production and Resource Optimisation in Industry;Moylish Park;Limerick;Ireland;http://www.acornresearch.ie/;IE02;Southern and Eastern (NUTS 2013)
Intelligent Urban Lab, Alcobendas;Av. Doctor Severo Ochoa, 45;Alcobendas;Spain;https://alcobendashub.com/en/intelligent-urban-lab/;ES30;Comunidad de Madrid
Interactive Robotics Laboratory of CEA LIST;CEA SACLAY DIGITEO LABS, Bâtiment 660;GIF-SUR-YVETTE;France;http://www-list.cea.fr/en/technological-research/research-programmes/advanced-manufacturing/collaborative-robotics;FR10;Île de France
International Advanced Manufacturing 3D Hub (IAM 3D HUB);Carrer de la Innovació 2;Barcelona;Spain;http://www.iam3dhub.org;ES51;Cataluña
INTERNATIONAL DATA SPACES EV;Joseph-von-Fraunhofer-Str. 2-4;Dortmund;Germany;;DEA5;Arnsberg
Internet of Things, Intelligent Systems, Data Engineering and Media DIH [National Technical University of Athens - Institute of Communication and Computer Systems];Heroon Polytechneiou 9;Athens;Greece;https://www.dih-ntua.gr/services/;EL30;Attiki
IoT Catalan Alliance;Carrer Gran Capità 2-4;Barcelona;Spain;https://www.cataloniaiot.com/;ES51;Cataluña
IoT Compass Hub (DIH);SeAMK, School of Technology, Kampusranta 9 A;Seinäjoki;Finland;https://www.seamk.fi/en/iot-compass-hub/;FI19;Länsi-Suomi
IoT DIH;C/ Segunda 4;Carbajosa de la Sagrada;Spain;http://innovationhub.es;ES41;Castilla y León
IoT Poland Foundation Hub;ul. Dobrzanskiego, 3;Lublin;Poland;http://www.lpnt.pl/;PL31;Lubelskie (NUTS 2013)
IoT-SmartSantander DIH;Av. de los Castros, s/n;Santander;Spain;http://dih.smartsantander.eu/;ES13;Cantabria
IRIS: European Digital Innovation Hub Navarra;Tajonar Street, 20;Pamplona;Spain;https://www.irisnavarra.com/;ES22;Comunidad Foral de Navarra
Irish Centre for Cloud Computing and Commerce (IC4);Glasnevin;Dublin;Ireland;http://www.ic4.ie;IE02;Southern and Eastern (NUTS 2013)
Irish Centre for High End Computing, ICHEC;NUI Galway;Galway City;Ireland;https://www.ichec.ie/;IE01;Border, Midland and Western (NUTS 2013)
Irish Manufacturing Research;Aerodrome Business Park;Rathcoole;Ireland;http://www.imr.ie/;IE02;Southern and Eastern (NUTS 2013)
Israel Smart Mobility Living Lab;Rothschild St. 30;Tel-Aviv;Israel;https://www.israellivinglab.org.il/;;
Istanbul Chamber of Industry;Meşrutiyet Cad. No:63, 34430 Beyoğlu/İSTANBUL;Istanbul;Turkey;https://www.iso.org.tr/Home/;TR10;Istanbul
IT and Expert Hub Supporting Biomedical Research, Technology and Education (BioMedHub);Pawińskiego, 5;Warsaw;Poland;http://www.bioinfo.imdik.pan.pl/;PL12;Mazowieckie (NUTS 2013)
Italian Institute of Technology;via Morego 30;Genova;Italy;https://www.iit.it/;ITC3;Liguria
ITI Data Hub (The Data Cycle Hub);Ciudad Politécnica de la Innovación - UPV Camino de Vera, s/n. Bldg. 8G. Acc. B – 4th Floor;Valencia;Spain;https://thedatacyclehub.com/en/;ES52;Comunidad Valenciana
IT-UNIVERSITETET I KOBENHAVN;Rued Langgaardsvej  7;Copenhagen;Denmark;;DK01;Hovedstaden
IT4Innovations National Supercomputing Center;17. listopadu 15/2172;Ostrava-Poruba;Czech Republic;https://www.it4i.cz;CZ08;Moravskoslezsko
i4CAM HUB (Innovation for competitiveness and advanced manufacturing);Carretera de Pedro Muñoz km 1;Tomelloso;Spain;http://www.i4camhub.com;ES42;Castilla-la Mancha
JESSICA FRANCE - CAP'TRONIC program;CEA-G/LETI - 17, rue des Martyrs;GRENOBLE;France;https://www.captronic.fr;FR71;Rhône-Alpes (NUTS 2013)
Jheronimus Academy of Data Science;Sint Janssingel 92;’s-Hertogenbosch;Netherlands;https://www.jads.nl/;NL41;Noord-Brabant
Jožef Stefan Institute;Jamova cesta 39;Ljubljana;Slovenia;http://tehnologije.ijs.si;SI04;Zahodna Slovenija
KARLSRUHER INSTITUT FUER TECHNOLOGIE;KAISERSTRASSE 12;KARLSRUHE;Germany;;DE12;Karlsruhe
KATHOLIEKE UNIVERSITEIT LEUVEN;Celestijnenlaan 300 - box 2420;Heverlee;Belgium;;BE24;Prov. Vlaams-Brabant
Keen Bull Sagl;Via Pretorio 11;Lugano;Switzerland;http://www.keenbull.com;CH07;Ticino
KG Coworking;Dr Zorana Đinđića 2/1;Kragujevac;Serbia;http://www.kgcoworking.rs/;;
KIOS Innovation Hub (KIH);University of Cyprus 1 Panepistimiou street;Nicosia;Cyprus;http://www.kios.ucy.ac.cy/;CY00;Kypros
Know-Center GmbH;Inffeldgasse 13/6;Graz;Austria;http://www.know-center.tugraz.at/;AT22;Steiermark
Kompetenzzentrum - Das Virtuelle Fahrzeug, Forschungsgesellschaft mbH;Inffeldgasse  21 A;Graz;Austria;;AT22;Steiermark
Krakow Technology Park;Podole 60;Kraków;Poland;http://www.kpt.krakow.pl/en/;PL21;Malopolskie
La Salle Technova Barcelona;Sant Joan de La Salle, 42;Barcelona;Spain;http://technovabarcelona.com/en;ES51;Cataluña
LabHub;Ferhadija 27;Sarajevo;Bosnia and Herzegovina;https://www.dmbiubih.org;;
Laboratory for Advanced Mechatronics - LAMA FVG;via Sondrio 2;Udine;Italy;http://www.lamafvg.it;ITH4;Friuli-Venezia Giulia
Laboratory of ideas - iDEAlab;Dr Ilije Djuricica 3;Novi Sad;Serbia;http://www.idealab.uns.ac.rs/;;
Lagarde1 - Zentrum für Digitalisierung und Gründung;Kronacher Straße 41;Bamberg;Germany;http://www.lagarde1.de;DE24;Oberfranken
LANDBRUG & FODEVARER F.M.B.A.;Agro Food Park 15;Aarhus N;Denmark;;DK04;Midtjylland
Laser Digital Innovation Hub (LaserLT DIH);Savanorių ave. 231;Vilnius;Lithuania;http://www.laserlt-dih.lt/en/;;
Latvian IT Cluster;Skolas 11;Riga;Latvia;http://www.itbaltic.com;LV00;Latvija
Le Pool French Tech Rennes St Malo;Rue de la Mabilais, 2;Rennes;France;http://lafrenchtech-rennes.fr/;FR52;Bretagne (NUTS 2013)
LeanSquare;Rue Lambert-Lombard 5;"Li&#232;ge";Belgium;http://www.leansquare.be/;BE33;Prov. Liège
LEIBNIZ INSTITUT FUER AGRARTECHNIK UND BIOOEKONOMIE E V;MAX EYTH ALLEE 100;POTSDAM;Germany;;DE40;Brandenburg
LIFE SCIENCES DIH LITHUANIA;Vismaliukų g. 34, LT-10243 Vilnius;Vilnius;Lithuania;http://lsdih.com;LT00;Lietuva (NUTS 2013)
lifehub.swiss;Hofackerstrasse 30;Muttenz;Switzerland;http://lifehub.swiss/;CH03;Nordwestschweiz
Lighthouse Digital Innovation Hub;Liepu street 83;Klaipeda;Lithuania;https://lighthouse.lt;LT00;Lietuva (NUTS 2013)
Linköping Science Park;Teknikringen 10;Linköping;Sweden;https://linkopingsciencepark.se/digital-innovation-hub/;SE12;Östra Mellansverige
Linz Center of Mechatronics GmbH;Altenbergerstr. 69;Linz;Austria;http://www.lcm.at;AT31;Oberösterreich
Lithuanian robotic DIH (LTroboticsDIH);Lakunu, 3;Vilnius;Lithuania;http://www.ltrobotics.eu/en/digital-innovation-hub/;LT00;Lietuva (NUTS 2013)
Living Lab for Smart Society (LL4SS) aka Living Lab Stratumseind 2.0;Stratumseind 32;Eindhoven;Netherlands;https://citylabacademy.nl/;NL41;Noord-Brabant
LTU AI Innovation Hub;Luleå University of Technology;Luleå;Sweden;https://www.ltu.se/ai;SE33;Övre Norrland
Lublin Medicine Cluster;Plac Króla Łokietka 1;Lublin;Poland;http://medycyna.lublin.eu/;PL31;Lubelskie (NUTS 2013)
Lufthansa Industry Solutions -  Digital Lab;Schützenwall, 1;Norderstedt;Germany;https://www.lufthansa-industry-solutions.com/de-en/;DEF0;Schleswig-Holstein
LUNDS UNIVERSITET;Ole Römers väg 3;Lund;Sweden;;SE22;Sydsverige
LUONNONVARAKESKUS;LATOKARTANONKAARI 9;HELSINKI;Finland;;FI1B;Helsinki-Uusimaa
Luxembourg House of Financial Technology Foundation, LHoFT Foundation;9 rue du Laboratoire;Luxembourg;Luxembourg;http://www.lhoft.lu;LU00;Luxembourg
Luxembourg Institute of Science and Technology (LIST);Avenue des Hauts-Fourneaux, 5;Esch-sur-Alzette;Luxembourg;https://www.list.lu/;LU00;Luxembourg
Luxinnovation;avenue des Hauts Fourneaux, 5;Esch-sur-Alzette;Luxembourg;https://www.luxinnovation.lu/;LU00;Luxembourg
lvh.apa Digital Innovation Hub Südtirol - Alto Adige;Via Volta 13a;Bolzano;Italy;http://www.digitalinnovationhub.bz.it/en/;ITH1;Provincia Autonoma di Bolzano/Bozen
MADE - Competence Center;Via Durando;Milano;Italy;https://www.made-cc.eu;ITC4;Lombardia
MADE - Manufacturing Academy of Denmark;Vesterbrogade 1E 2nd floor;Copenhagen;Denmark;http://MADE.dk/;DK01;Hovedstaden
Made Different | Digital Wallonia;Avenue Prince De Liege, 133;Jambes;Belgium;https://www.digitalwallonia.be/fr/publications/made-different-digital-wallonia;BE35;Prov. Namur
Madeira Digital Innovation HUB;Rua dos Aranhas, 24-26;Funchal;Portugal;https://www.madeiradih.com;PT30;Região Autónoma da Madeira (PT)
MaDIH: Manufacturing Digital Innovation Hub;Madrid Clúster de Automoción C/Príncipe de Vergara, 74. 1º Planta 28006 - Madrid;Madrid;Spain;https://madih.fundingbox.com/;ES30;Comunidad de Madrid
Malaga DIH Digital Innovation Hub Malaga Global Cloud DIH;C/ Severo Ochoa, nº 9, 2ª Planta – Parque Tecnológico de Andalucía 29530 – Campanillas  (Málaga);Campanillas;Spain;https://www.globalclouddih-malaga.eu/;ES61;Andalucía
Mälardalen Industrial Technology Center;John Engellaus Gata 1;Eskilstuna;Sweden;http://www.mitc.se/;;
Malta Digital Hub;Malta Life Sciences Park;San Gwann;Malta;http://www.maltalifesciencespark.com/malta-digital-hub/;MT00;Malta
MAMTeC (Metal Additive Manufacturing Technology Centre);Voorsterweg 31;Marknesse;Netherlands;http://www.nlr.org/capabilities/additive-manufacturing/;NL23;Flevoland
Manufacturing Technology Centre;Ansty Park;Coventry;United Kingdom;http://www.the-mtc.org/;UKG1;Herefordshire, Worcestershire and Warwickshire
ManuHub@WG;Archimidous 7;Patras;Greece;http://lms.mech.upatras.gr;EL63;Dytiki Ellada
MANUTECH Ultrafast Surface Design;20, Rue Professeur Benoît Lauras;Saint Etienne;France;http://www.manutech-usd.fr/;FR71;Rhône-Alpes (NUTS 2013)
MARCHE INNOVATION HUB;Via Lumumba, 42/f;Chiaravalle;Italy;http://www.innovationbox.it;ITI3;Marche
Match 4.0 Abruzzo DIH;Località Campo di Pile;L'Aquila;Italy;http://www.match40.net/;ITF1;Abruzzo
Matéralia;4 rue Augustin Fresnel;Metz;France;http://www.materalia.fr/;FR41;Lorraine (NUTS 2013)
MediaTech Hub Potsdam;August-Bebel-Str. 26-53;Potsdam;Germany;http://mediatechhub-potsdam.de/;DE40;Brandenburg
MEDISDIH - Apulian Mechatronics Technological Cluster and Digital Innovation Hub;c/o Tecnopolis - S.P. per Casamassima km 3;Valenzano;Italy;http://www.medisdih.it/wp/en/services-2/;ITF4;Puglia
MicroHub.Swiss - The Swiss Microtechnology & Micromanufacturing DIH;Jaquet-Droz 1;Neuchatel;Switzerland;http://www.microhub.swiss;CH02;Espace Mittelland
Minalogic;3 Parvis Louis Néel;Grenoble;France;https://www.minalogic.com/fr;FR71;Rhône-Alpes (NUTS 2013)
minaSmart;3 parvis Louis Neel;Grenoble;France;http://www.minasmart-auvergnerhonealpes.com/;FR71;Rhône-Alpes (NUTS 2013)
Miro Innovation Lab;Münchener Str. 20;Oberpfaffenhofen-Wessling;Germany;https://miroinnovationlab.de/de/miro-innovation-lab/;DE21;Oberbayern
MITA Innovation Hub;Smart city Malta;Kalkara;Malta;http://mih.mt/;MT00;Malta
Mittelstand 4.0 centre of excellence Hamburg;Adolphsplatz 1;Hamburg;Germany;http://kompetenzzentrum-hamburg.digital;DE60;Hamburg
Mittelstand 4.0 Competence Centre Chemnitz;Chemnitz University of Technology;Chemnitz;Germany;https://betrieb-machen.de/;DED4;Chemnitz
Mittelstand 4.0 Competence Centre Ilmenau;Gustav-Kirchhoff-Platz 2;Ilmenau;Germany;https://www.kompetenzzentrum-ilmenau.digital/;DEG0;Thüringen
Mittelstand 4.0-Competence Center Dortmund;Joseph-von-Fraun;Dortmund;Germany;https://www.digital-in-nrw.de/de/;DEA5;Arnsberg
Mittelstand 4.0-Kompetenzzentrum Augsburg;Provinostr. 52 B1;Augsburg;Germany;https://kompetenzzentrum-augsburg-digital.de/;DE27;Schwaben
Mittelstand 4.0-Kompetenzzentrum Bremen;Langenstraße 2-4;Bremen;Germany;https://kompetenzzentrum-bremen.digital;DE50;Bremen
Mittelstand 4.0-Kompetenzzentrum Darmstadt;Otto-Berndt-Straße 2;Darmstadt;Germany;https://www.mit40.de;DE71;Darmstadt
Mittelstand 4.0-Kompetenzzentrum Stuttgart;Nobelstraße 12;Stuttgart;Germany;https://digitales-kompetenzzentrum-stuttgart.de/;DE11;Stuttgart
Move2Digital;Business Pole, Allée Pierre Ziller;Valbonne Sophia Antipolis;France;https://www.move2digital.eu/;FR82;Provence-Alpes-Côte d'Azur (NUTS 2013)
M:tel digitalna fabrika;Vuka Karadzica 8;Podgorica;Montenegro;http://www.digitalnafabrika.mtel.me;ME00;Crna Gora
Munich Innovation Hub for Applied AI;Lichtenbergstrasse 6;Garching;Germany;https://www.appliedai.eu;DE21;Oberbayern
Nanotechnology Lab LTFN (Lab for Thin Films - Nanobiomaterials - Nanosystems - Nanometrology);University Campus;Thessaloniki;Greece;http://www.ltfn.gr/;EL52;Kentriki Makedonia
NASK National Research Institute;Kolska 12;Warsaw;Poland;https://eng.nask.pl/;PL12;Mazowieckie (NUTS 2013)
National Centre of Robotics;Ilkovicova 3, Bratislava;Bratislava;Slovakia;http://nacero.sk/language/en/;SK01;Bratislavský kraj
National Digital Contents Hub, POLO;Polo Nacional de Contenidos Digitales. Avenida Sor Teresa Prat, 25;"M&#225;laga";Spain;http://polodigital.eu/;ES61;Andalucía
National Documentation Centre / National Hellenic Research Foundation;48, Vas. Constantinou Ave.;Athens;Greece;http://www.ekt.gr/en;EL30;Attiki
National Technological Cluster of Intelligent Factories;via Piero Gobetti, 101;Bologna;Italy;http://www.fabbricaintelligente.it/;ITH5;Emilia-Romagna
Neàpolis;Rambla de l'Exposició, 59;Vilanova i la Geltrú;Spain;http://www.neapolis.cat;ES51;Cataluña
NEST Digital - Hub;c/o Empa, Ueberlandstrasse 129;Dübendorf;Switzerland;https://dhub.empa.ch;CH04;Zürich
NESTA;58 VICTORIA EMBANKMENT;LONDON;United Kingdom;;UKI3;Inner London - West
NextMove;Technopôle du Madrillet – Avenue Galilée – BP 20060;St Etienne du Rouvray;France;https://nextmove.fr/;FR23;Haute-Normandie (NUTS 2013)
NOMI Joint Innovation Centre;Stieltjesweg 1;Delft;Netherlands;http://tno.nl/3dnano/;NL33;Zuid-Holland
NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU;HOGSKOLERINGEN 1;TRONDHEIM;Norway;;NO06;Trøndelag
North- East Romania DIH - ˝Digital Innovation Zone˝;no 9, Lt. Draghescu Street;Piatra Neamt;Romania;https://digital-innovation.zone;RO21;Nord-Est
Norway Health Tech;Forskningsparken Gaustadalleen 21;Oslo;Norway;https://www.norwayhealthtech.com/;NO01;Oslo og Akershus
NOVA ID FCT - ASSOCIACAO PARA A INOVACAO E DESENVOLVIMENTO DA FCT;CAMPUS DE CAPARICA FACULDADE DE CIENCIAS E TECNOLOGIA DA UNIVERSIDADE NOVA DE LISBOA;CAPARICA;Portugal;;PT17;Área Metropolitana de Lisboa
Novel-T;Hengelosestraat 500;Enschede;Netherlands;http://www.novelt.com;NL21;Overijssel
Nyuko a.s.b.l.;121  rue de Hollerich;Luxembourg;Luxembourg;https://nyuko.lu/;LU00;Luxembourg
nZEB Smart House;CERTH/ITI, 6th km Charilaou-Thermi Road;Thessaloniki;Greece;https://smarthome.iti.gr;EL52;Kentriki Makedonia
Ocean Innovation Norwegian Catapult Centre;Thormøhlensgate 51;Bergen;Norway;https://oinc.no/;NO05;Vestlandet
OFICINA;Rr.Asim Vokshi, prane Harry T. Fultz, Tirana;Tirana;Albania;http://www.oficina.al/;;
OK!Thess (Οικοσύστημα Καινοτομίας Θεσσαλονίκης);2 Komotinis Street;Thessaloniki;Greece;https://okthess.gr/en/;EL52;Kentriki Makedonia
One Sea - Autonomous Maritime Ecosystem;Lemminkäisenkatu 30;Turku;Finland;https://oneseaecosystem.net;FI1C;Etelä-Suomi
OptimiseHub - South Coast Digital Innovation Hub;University of Portsmouth, St Andrews Court;Portsmouth;United Kingdom;http://optimisehub.org.uk/;UKJ3;Hampshire and Isle of Wight
Oslo Cancer Cluster;Ullernchauseen 64/66;Oslo;Norway;http://oslocancercluster.no/;NO01;Oslo og Akershus
OuluHealth;Aapistie 5;Oulu;Finland;http://ouluhealth.fi;FI1D;Pohjois- ja Itä-Suomi
Parque Tecnológico de Andalucía (PTA);Calle Maria Curie 35;Malaga;Spain;http://www.pta.es/es/;ES61;Andalucía
PARSEC HUB ANCONA;Via Lumumba, 42F;Chiaravalle (AN);Italy;http://www.parsec-hub.eu;ITI3;Marche
PARSEC HUB BARI;Via Enrico Pappacena 10;Bari;Italy;http://www.parsec-hub.eu;ITF4;Puglia
PARSEC HUB CATANIA;Via Monti Peloritani 2/e;Tremestieri Etneo (CT);Italy;http://www.parsec-hub.eu;ITG1;Sicilia
PARSEC HUB GENOVA;Via XX Settembre, 4/4;Genova;Italy;http://www.parsec-hub.eu;ITC3;Liguria
PARSEC HUB MILAN;Via Andrea Doria, 3;Milano;Italy;http://www.parsec-hub.eu;;
PARSEC HUB NAPOLI;Via Nuova Poggioreale, n.60 - Centro Polifunzionale INAIL torre VI;Napoli;Italy;http://www.parsec-hub.eu;ITF3;Campania
PARSEC HUB PERUGIA;Via Settevalli 133/C;Perugia;Italy;http://www.parsec-hub.eu;ITI2;Umbria
PhotonDelta;De Groene Loper 5;Eindhoven;Netherlands;https://www.photondelta.eu/;NL41;Noord-Brabant
Photonics Bretagne;4 Rue Louis de Broglie;Lannion;France;http://www.photonics-bretagne.com;FR52;Bretagne (NUTS 2013)
PIAP HUB;Aleje Jerozolimskie 202;Warsaw;Poland;http://www.hub.piap.pl/;PL12;Mazowieckie (NUTS 2013)
PID BERGAMO SVILUPPO;Via Sebastiano Zilioli, 2;Bergamo;Italy;https://www.bergamosviluppo.it/sito/sviluppo-e-innovazione/pid-punto-impresa-digitale.html;ITC4;Lombardia
Pilsen Digital Innovation Hub (Pilsen DIH);Univerzitni 8;Pilsen;Czech Republic;https://www.zcu.cz/en/;CZ03;Jihozápad
Piraeus Blue Growth Digital Innovation Hub (BG-DIH);91, Iroon Polytechniou Ave;Piraeus;Greece;http://www.bluegrowth.gr/;EL30;Attiki
Plan4all;K Rybnicku 557;Horni Briza;Czech Republic;https://hub.plan4all.eu/;CZ03;Jihozápad
Plastipolis;180 Rue Pierre et Marie Curie, 01100 Bellignat;Bellignat;France;http://www.plastipolis.fr/;FR71;Rhône-Alpes (NUTS 2013)
Pôle EMC2 Competitiveness cluster for innovation in production technologies;Technocampus Composites, Chemin du Chaffault;Nantes;France;http://www.pole-emc2.fr/;FR51;Pays de la Loire (NUTS 2013)
POLITECHNIKA POZNANSKA;Al. Jana Pawla II 24;Poznan;Poland;;PL41;Wielkopolskie
POLITECHNIKA WROCLAWSKA;WYBRZEZE WYSPIANSKIEGO 27;WROCLAW;Poland;;PL51;Dolnoslaskie
Politecnico di Milano;PIazza Leonardo Vinci, 32;Milano;Italy;https://www.polimi.it/en/home/;ITC4;Lombardia
Powertrain Manufacturing for Heavy Vehicle Application Lab;Brinellvägen 68;Stockholm;Sweden;https://www.pmh.itm.kth.se/;SE11;Stockholm
